text,labels
تقليد أعمى للبرنامج اللبناني أحمر بالخط العريض حتى ديكور الاستوديو نفسه كل شي مقلد . لا تقلد ياسامي الفهري بل ابتكر لكي تكون في المقدمه,neg
Copie Toute Une Histoire France2 !!,neg
Programme réaliste et très sophistiqué au niveau du dialogue,neg
برنامج بصراحة ماسط وتحسو سامي الفهري يحكي أكثر من الضيوف,neg
jebtou el 3ar tfih alikom,neg
malla barnemej malla moustewww 3bedd niveau taya7,neg
hadha fi 3oudh 3andi mankolak ikeb sa3adakom ontouma tafadha7ou fi elnass fi eldenya w rabi yafdha7kom fi elakhra inchalah,neg
comme dab mache3er nas lel tijara w el titre yetbadel,neg
"rien de nouveau,c'est du copier coller.JEAN LUC DELARUE",neg
fthyah tounes,neg
من سي عناء لزامي  البرنامج هذا لازمو مقدم مختص و متثقف مش كيما هذا يوكوك علينا و مايعرفش يحكي و يتدخل,neg
barnemej tefeh ou mawdhou3 tefeh chawaya e7tiram lila mezelou mze rzo9homch rabbi,neg
سخافات,neg
"fehri il 5amij jayib aswar il 5amja il malhit imta3 tarmouz imta3 cocain bach ibayitha we i5arijha kayinha madlouma saha lik tounis ali chadinha mouch rjel allah tar7amlik waldik ya fehri ali ma3rfouch irabiwik ya wil il hajala"",",neg
Dimokrati  hokouk 3adela intikalia  ken jaa wehed zawali  raho fi galboo .....cha3b mou8afeell....,neg
هههه حلقة مالموقع الازرق يظهر فيها هههه,neg
حكايات طليانيه,neg
حكايات منجية 😔😖,neg
Brabi y'a mi*** elbled mouche na9sa 9oh**,neg
خرجتها من الحبس وتوا باش تردها شريفة,neg
حصة فاشلة,neg
ou il ha9 il 3am fi 9adhyet akede3ra,neg
Ghaltet omri lkit rouhi takhlakt fi touness..,neg
Inta wld blad ya3il yasohyoniiiik,neg
سامي الفهري ورقاصة اساور بش يلمعلها صورتها,neg
7kayet 3al7it mouch tounsiya,neg
ما هياش حكايات تونسية يا خرى بدل العنوان,neg
قسنطينة....ندمت,neg
فضيح تونسي موش حكايات تونسية هههههههههه,neg
سامي الفهري جايبها باش اتزيد اتوري الي عندهم الكتاف يعملو الي يحبو ويخرجو كيف الشعرة مالعجين ، بمعنا اخر اظربولنا عالطيارة و الا جايبها اتنظفلها في تصويرتها مظلومة مسكينة. اشبيك ما جبتش الي اسرق حكة طن و شد عام حبس خاطرو جيعان و معندوش ، قداش كرهتونة فاها هالبلاد و قداش ظلم و حقرة و و و,neg
في  الوقت اللي العالم الكل يحكي على انجازات حرائر تونس يستدعيلنا سي سامي تاع وذني شلاكة كانت في الحبس باش تحكيلنا على الكوكايين والرجال الي داخلى خارجة عليها في اليالي ، والاخرى ام صغار تخون في راجلها بكل فخر واعتزاز .... ها سامي وخي ماك لاباس ، ياخي تحب تقضي علينا بالضربة القاضية ... ربي يبليك كيما بلاهم ..... اففففففففففففف شيء يفدد,neg
اذا كان فما شكون اساء للمرا التونسية وشوه صورتها فالعالم الكل راو نوفل و علاء وسامي ببرامجهم اللي تضهر بنات تونس بصورة عاهرة تتباع وتتشرى ،مايستدعاو كان المسخة و اختها ،و اللي تعري اكثر يبجلوها ويضهروها ، كان فما رجال ونساء صحاح ودولة تحترم نساها بالحق البرامج و القنوات هذي لازمها تتسكر و الناس هذم لازمهم يتحاسبو ملخر و عاللخر,neg
.مجتمع ثرثار...أصدقاء حمقى...مدارس تافهة...أغنياء متعجرفون...نساء وقحات...شوارع متسخة...تلفاز أخرق...عالم إفتراضي تافه.....يتداولون علينا و تمضي الحياة إلى حيث لا نعلم,neg
اعلام المخدرات والزنى وبث الفاحشة بين الناس...الله يهلكك يا سامي القذر انت وكل الفساد واشباه الرجال الي يبثوا في السموم معك,neg
تباركالله على الاعلام جايبيلينا مارك كلوشارات متع استهلاك زطلة و منظر مقلب متع تمثيل ادوار اباحية و يقولبو في الحديث و كونهم مظلومين يحبونا بالسيف نقتنعو الي هالاشكال هذي مظلومة موش كيف تعديهم الاف المرات تبقى مناظر فاسدة فاسدة والي موش عاجبو يكسر قرنو يا فساد,neg
"بصراحة، هذه كان من المفروض ان لا تظهر في البرنامج ولا في حتى في برامج اخر حتى ينساها الزمن. ضحكها واستهتارها في موضوع \"" غلط غلطت عمري\"" لم تبدو لي نادمة على ما اقترفته.  تكلمت على الممنوعات كانه لم يكن شيئا. لا أريد ان أكون قاسية عليها ولكن سأكون منتقدة الإعلام. كونوا مصلحين  للبلد",neg
فاجرة بإمتياز هو الفهري جابك ياش ينشر فضايحك على  الهواء يا ...........تحسابو جابك محبة فيك يا ساقطة هو وحدو ثلك القطوس ميصداطش لربي ومن كل شيء بين يا غبية يا متاع الكوكايين الله يهلككم دمردو البلاد,neg
بربي شنو الجراثيم ليجايبها الكلب سامي عري .زنا .زطلة. العاهرات في المقدمة و الإعلام يمنحهم فضاء أوسع لنشر قذارتهم .. لا حشمة و لا استحياء .. جايبهم بافظل صورة,neg
اففففف ياخي ماشي في بالكم 11مليون تونسي لاهي بالأخبار للا أساور هذي قلة مغرومة  بقنات الحوار تونسي وزيد سيب قداش تكبشو في لحكيات تافهة شوف ناس أخرين اولا,neg
فمها متاع شيشه تتبربر من الحراره وتتمرمرمن البروده ناس هذه عندها حصانه من فوق ولوطا ببدنها وهندامها ولسانها وفلوسها تسلكها اللهم ربي يهبط عليها مصيبه باش يقتلها وكيف تقتل وزغه يبقى ذيلها يتحرك هههه وتزيد تضهر في تلفزه بعين صحيحه اما احنا شعب بصفه عامه كان عملناها نخلصو دنيا واخره وحاضر ومستقبل وماضي وتتحطم ماعادش تقوم وكان جيعان ولا محتاج مايصوروش في تلفزه وصوتو مايوصلش ولا بطل ولا انسان عالم شرف البلاد ما يعديوش يخلي بيتك يادنيا يا تكتاكه تعطي للنياكه وتخلي رجال هكاك تعطي للقاعد اكثر من واقف تستر شبعان وهامل  وتعري جيعان اما اكيد في الاخره اول ناس يتحاسبو حرام مانجبدوشي  عرض عباد عنا ولايا اما هي حكات على لسانها مصوحبه 2 اللهم لا تحاسبنا بما فعل سفهاء بنا,neg
الزبلة في بوبالة جبتوها غناية مع  كافو وتوة ظاهرلي  قناتكم هي الي ولت زبلة في بوبالة  وانت يا سم الفهري وليت تلم في البوبالات وتجي تصبها في قناتك  والمشكلة انو الزبلة الي عندك في برامجك غير قابلة للرسكلة    نفايات,neg
لا حول شعب كامل تحكمه قناة فاسدة وتجعله اضحوكة بين الدول العربية هذي اهداف الثورة بإمتياز نحيتو الفقر والتهميش والشباب خدمتوه,neg
انت قعرتها قعرتها يا اسامي الفهري جيب حلقة على الدعارة وخلي نسبة المشاهدة قياسية لان همكم نسبة المشاهدة,neg
"Bourjoulia ya sami taya7 chwaya men niveau de l'émission mte3ek,rana 3rab et moslmin,wfama des familles yetfarjou fik,echohra mouch bel..........................!",neg
chnwa sujet .???,neg
مقاطعة قناة الماخور,neg
أفلام اباحية,neg
berassmi haw fibelna hhh,neg
المقاطعة هي الدواء ما دامت الهايكا غاءبة,neg
كثرو من القح عاد,neg
موضوع -18ولله فضيحة...😠😠,neg
لعنة الله عليكم يا *** انتم والبرنامج الصهيوني يا مرتدين على الدين نشاء الله داعش يدمركم يارب العالمين بلد دعارة وجنس والقرآن الكريم في الملاهي,neg
fdhaya7.. c tts 👌,neg
ملا قلة حياء,neg
مواضيعكم و راس *** كيف كيف..... غلبتوا عل *** والله,neg
ijiboulna kéen fi ilmordha wlma9a7ba !!!? 3morkomch jebtou mo7alilin i9tissadiyn 5nefhmou rwa7na 3la chnya 9adminn!!?,neg
التونسية ماعاد فيها ما تتفرج غير برنامج يوميات مواطن و ما لم يقل و لاباس في بعض الاحيان و بقية البرامج زبالة,neg
Oohhh sujet lel fetna hedha ! Amehi el 7met li tochkor kennetha wel kenna li tochkor 7metha hata law yebdew akarab !! Vr sujet lel fetna,neg
خرف يالي تخرف ملا مصلح اجتماعي اسقط واحد في تونس انت يا كلب همك الوحيد تلم فلوس,neg
موضوع تافه و قديم,neg
تفاهة هاذي،، موضوع كل يوم مطروح في كل دار ما فماش علاش باش يحكوا عليه في الاعلام.. واحدة جايا تشكر والاخر تذم هذا هو العرس وعارفين شنو وراه,neg
الموضوع ماتمش طرحه بطريقة فعالة يعني ما حكاوش فيه بشكل عام  وانمابشكل خاص ببعض الحالات,neg
ممكن خمسة ثواني من وقتك  .واحد.اثنان.ثلاثة.اربعة خمسة. تنجم تمشي اعلى روحك تو,neg
comment_text,neg
Pauvre ***,neg
منشط  ****,neg
ممثل  ****,neg
ديكوري,neg
موسيقتي,neg
جمهوري,neg
شوفوا العرب شنوة اهتماماتهم ...فعلا أمة نائمة إحنا توة في أكبر مصيبة للأمة الإسلامية الكل نورمالمون رانا في حداد موش نضحكوا ونلعبوا ونفدلكوا ونتفرجوا على الميوعة والتفاهات ...,neg
علاش تضحكو على بهامتكم شوفو اخوانكم الفلسطنيين و المسلمين في بورمة هاي نندبهم عليكم,neg
Ayat Ben Ahmed  فاش ربي معاهم باش يحرر القدس زايد عاهرات ميتلامش عليكم,neg
اول حلقه بداهابالخمج متاعو والغشه جايبها بالقباحه بالرسمي .....وسخ لقناة التاسعه,neg
Bde b 9ilet torbiya la3ibha weld 7ouma 3arbi w raye9 ti 9oum bayet jir tnafa3 w i7chem rak rwijel 5ater rojla kes7a 3lik,neg
Ya7 bini yarrah ghates lotfi men awel 7al9a bel ghacha welklem elmerzi pffffffff,neg
شنوا ها لحالة هدي,neg
Makech mta3 talfza,neg
ماسطة الحلقة كيفك يا لطفي,neg
Gedech 5raaaaaaaa,neg
Oltof ye rab,neg
Tounes ya kedheba,neg
ما سط,neg
Hall masit,neg
ماسط و سخيف,neg
Ya rien je n'entend rien,neg
هنا نستنو,neg
مافي صوت,neg
شو هاد,neg
اتكلم,neg
"( سامحينا يا قدس )
بالله سااااامحينا !!",neg
Émission -18 ans,neg
Mansaddak ken man3annak,neg
Tiiiiit lekbir pp,neg
دخل امزطل من أول نهار يا ولا حال,neg
ماسط لاسط,neg
Yaser y3ayet,neg
plateau adhlm zidou shwaya lumiere,neg
Nchallah ken yebdda,neg
ماسط,neg
ماسط,neg
Masset lasset,neg
Sonia pas bien,neg
Maaaast,neg
يعطيك يالطفي قداكش ماصط؟,neg
Maset last ma 3jebnich jimla yeser kather lin msat 0,neg
حصة lemession لي تعلق عليها اسي لطفي خير من حصتك يا سامط يا معدة 😕,neg
مايروقليش فالتمثيل احسن شويه ويدعوش شويه,neg
na9esssssssssss ddjjj   ya wellllldyyyyyyyy ddjjjjjj jeboulna,neg
ama na9es ddj  ya im3lem jeboulna ddj,neg
5onnar Twansa,neg
Ok,neg
Ok,neg
masaaaaaaaaaàat,neg
نوفـل الورتـأني برأمـجو الكـل اتسـرقت 😂😂,neg
لطفي او عبد الرزاق الشابي يحكوا او انا بطليعتي نكره هدرة ههه 😂😂,neg
massa5 wo barnemjou 3all 7iit jeib kamcha 5majj froukh na3lbouh wo bou waldin bouh,neg
Kont netmana tjibou fekra jdidaa mais pas grave hana mazzelna nchoufou,neg
Mahouch ma39oul el3alem elkol lehi bel9adhiya alfilastiniya wa7na chay5un,neg
Koulhoum mastin,neg
Ye 3mbou hel massa5 w elli kifou,neg
اين لابتكار و اين العبقرية الجديدة  في هذا البرنامج ؟؟؟للاسف كله زي بعضه!!!رغم الي فيه ياسر مواضيع تقدر تفيد بيها الشعب التونسي...🇹🇳🎨🎸🚴🏿🏇🏽🏂🤸‍♀️🛶🏡🛤🏺🛠⚖️🎁📖,neg
داخل تسب في نوفل وفي سامي الفهري على أساس انت طوم كروز ملا حقد فيك بهتني جيبو حاجه جديدة علاش التقليد,neg
أنا ما نتفرج فيه خاطر نعرفو في تقديم البرامج فااااااشل ... الله غالب الكمال لله وحده !!!,neg
Décoration laabes k bch taamel prog jdid jiib afkaaar jdidaa masta barcha raaw,neg
القدس عاصمة المسلمون هزتها إسرائيل واحنا نتفرج في المرتزقة,neg
ماسط  لاسط,neg
تافه,neg
نوفل يطير بيك طيران,neg
تافه و تتفرجو فيهم  ؟؟؟؟,neg
kif wajhou,neg
ماسط لاسط,neg
Il ignore vraiment (( qu est ce qu elle dit les paroles de cette chanson ))),neg
والله برامجكم الكل تافهة والمتفرج هو الي حالو يسخف مسكين,neg
وقت حتى هو لاحولةولاقوةالابالله,neg
برنامج غشة وقلة تربية كيما لباس 👎🏻,neg
Hatha kan 5thach Bent elmzali ma ye5dim  chay,neg
اوووه ممسطك,neg
ماسط، .داخلها بالعياط تكسير الراس,neg
ملا شلايك,neg
Barnamejj ziro,neg
الله يرحمك يا تونس,neg
Mamset jad bouuuuk,neg
"Lotfi matnajamch tkoun Ken comédien ou acteur, tanchit khatik jemla wrakom fehmine tanchit bilghalet, fehminou chkoun ytayya7 ala lekhor fi 9illet torbia wilklem zeyed alors que c pas ça du tout.",neg
داخلها ديراكت بلغة الغشة...جاب الصيد من وذنو لا موش من وذنو من.....خشمو..شبيك ماكش متربي و تظحك في لعباد كان بالبلادة و قلة التربية و كلام الغشة...نقص مالبلادة و القباحة راك خريت فيه...و أخدم على روحك راجل و نظيف و عفيف و ربي معاك...لازم تخدم بقلة التربية متاعك يا خامج..من وقفتك و طريقة كلامك و تعويج فمك ظاهر كلوشار و متجيش لا إعلامي و لا منشط و لا حتى شيء تجي كان بياع شراب,neg
تمخض الجبل فولد فار بو تميرة...🐀🐁🐀 من قلة البرامج جايبين كان الكوبي كولي و زيد تفاهة و مساطة مش نرمال...عالم واكل بعضو على فلسطين و انت تهرج كي كلون الي قام منوم من غير ما يشرب قهوة...😝😝,neg
الكلها محظرا كومنتار باش تسب هكاكة ما غير سبب و هوما الكلهم يتفرجو 😂😂😂,neg
"تتلعوشي للسماء وتهبطوا ماكومش باش تنجحوا بالبرامج الفاشلة والماسطة والتافهة والمسروقة متاعكم على خاطر القناة الوحيدة في تونس القوية في البرامج هي الحوار التونسي بالرغم إلي بعض برامجها مسروقة إلا أنها لقات نجاح كبير وأكثر من 5 سنين وهي قاعدة تحقق في أعلى نسب المشاهدة وخاصة في شهر رمضان المعظم وهذا لكلوا على خاطر حبت تجيب حاجة جديدة وبرامج ومسلسلات جديدة                    
بالرغم إلي وقتها كانت معاها قنوات ضخمة وقوية مثل حنبعل والوطنية.                                
هاي نسمة مثلا حتى هيا كيفكم حبت تنافس الحوار التونسي ونجحت  ...  تبعتها وعملت برامج كيفها يوميا أما برامجها ما لقاتش نجاح كبير (فشلت تقريبا) كي عرفت ماهيش باش تنجح بالبرامج متاحها دورتها مسلسلات بدات بسيتكوم نسيبتي العزيزة وإلي حتى لرمضان السنا حقق نسب مشاهدة عالية (رغم انخفاضها) ومبعد ولات تجيب في المسلسلات التركية الضاربة في تركيا وإلى عملوا نسب مشاهدة قوية جعلت القناة في صدارة ترتيب القنوات من حيث نسب المشاهدة كامل العام بخلاف رمضان إلي الحوار التونسي  تستحوذ فيه على الصدارة وإنتوما زادا كي تحبوا القناة متاعكم تولي تتنافس مع  نسمة والحوار علاش ما تجيبوش حاجة جديدة ومختلفة وفكوا عليكم ملي قاعدين تعملوا فيه كان باش تقعدوا هكا ماكومش باش تعملوا حتى شي بالعكس باش تخليو التوانسة إلي يتبعوا فيكم يهربوا عليكم.",neg
W tab9a elhiwar etounssi 3o9da ll jemyy3  fi lkher 3 4 7al9at nej7in w ba3ed taw tenykou enoum kif amine gara zamilkom hhh @attessia,neg
ملا فضايح و قلة تربية هاو نوفل طلع متربي عليك شوايا كلكم شكارة والبحر,neg
"في بالهم البرامج ما تنجح كان بالكلام البذيء والفارغ.
الى حد الان المنشط الوحيد اللي قدم برامج ثقافية و رياضية و اجتماعية وذات جودة عالية هو نجيب الخطاب الله يرحمو",neg
Wine bech ihezna el e3lem ettounssi yekhi hedhi edimokrateya we takadom we horeyet el e3lem brabi nraj3ou hsabettna chihuahua rana ala chafir el howa ...,neg
Ya lotfi enti srafet srafet zid a3mel pub lel9ahwa eli 7alitha jdida besmek...barcha 9be7a wbarcha msata ti 7atta 9tv bech tetna7a mtalfva kol lilet 5miis...m3a l3ayla matnjmech tetfarej fiha :/,neg
Twa9a3t bech netfarej 3la 7aja tdha7ek mn lotfi mais d'hommage bel7a9 maaaaaset l programme w lotfi maya3rafch ynachet w fchel wlbarnemej bech yefchel raghm eni nhebou lotfi wydha7ni mais sur scène akahaw..tajrba fechla dhahra,neg
"tu cries trop Lotfi on ne peux  pas suivre ton émission.
Je crois que tu dois passer plus de temps à visionner les talk show américains pour réussir ton émission.
Jusqu'à maintenant c'est un flop.
Amicalement",neg
Ye masit ye wildi rak matdha7akch walahi la3dhim inti 7altik tbaki 3malt il 5al ye miiiiiiiiiiido Achtak chouf 7aja o5ra e5demha 5ali idho7k limalih howa  a9wa dawr 3maltou midou edheke ili yweti chaklik,neg
"طريقة إطلاق البزقه..على عباد كيما هذا 

1- تقوم بعملية شهيق بعمق من الانف والبلعوم مع بعضهم البعض 
2- تخرج البزقة إلى بيت النار  ( الفم ) مع صوت  اححححخق  
3- تقوم بالتسديد على الوجه تماما  
4-ترجع راسك لورا شوي   
5- تطلق البزقة بسرعة الضوء  مع دفع الرأس باتجاه الأمام (الهدف)  مع صوت تفوووو..... وتكون أصبت الهدف 😲😉😉",neg
لعنة الله عليه  وعلي من وكله ليصل الي هذه الشاشة انه مجرد زنديق نسي انه في حضرة مشاهدين فيهم الكبير والصغير والاخ والاخت ان ما أتاه البارحة شيء يندي له الجبين حينما آتي بلقطة من حوار مع قاسم كافي وأصر علي اعادتها مرة ثانية .,neg
ya mon7att ya sefil ya 7a9ir tfouuuuuuuh alik wa3la i3lem l3ar wahf yhizkom ech kthirto lihmoum,neg
"برنامج تاااااااافه و ظاهر من الحلقة لولا بش يفشل كيما اللي قبلو
خسارتك يا لطفي",neg
Sad9ouni bde ye3dem El ma5lou9 hetha. Chniya El 7ala hethi wechnouwa eta9dim t9oul fi bat7a... Wken fama t7ana Rahi tsa9ef 3la hal bouheli hetha...,neg
خر طر انت والمنشطين التلفزات التونسيه الخاصه و العموميه .. طز فيكم و في اعلامكم .. الحكومه تسرق .. الاعلام يسرق .. تلسارق يسرق و احنا مبهمين معاكم .. فيكم .. عليكم .. ملخر تفوه عليكم,neg
الله يلعنك و يلعن البرويطة سبب نكبتنا هي التي بلتنا ودمرت اخلاقنا وعادتنا الطيبة,neg
توا كي قدّر عليك ربي وسرقت فكرة برنامج ماو اسرق حاجة ما عندناش اعملو مجهود حتى في السرقة شنيّة زدتني كمشاهد كي تعملي لابأس بيس وأمين عامل أمور جدية بيس بصراحة التاسعة 0 مجهود للأسف لم تضف شئ للمشهد الاعلامي,neg
بالرسمي حرقت نجاحك متاع قداش من عام بها التهريج إلي تعمل فيه !! خساااارتك كنت ديما متألق اما الكل طاح في الماء ؛!!,neg
اقسم بالله امسط بشر شفتو في حياتي و الغريبة العباد تصفقلو على المستوى الهابط متاعو و قلة التربية متاعو,neg
بارى با كلب يا حيوان تحسام روحك تضحك انت مسخ الى تحكي فيه باش اضحك الناس نسمعو فيه في شارع كل يوم موش منك من الجبوك لتلفزى,neg
لغة الشارع و عدم الاحترافية ...خاطر فما فرق بين السرقة و بين شراء حقوق البث يا لطفي,neg
"ملا قزادر مرخسهم الناس الكل تكرهم وهما نهار كامل مادين وجوهم في التلفزة 
هذيكا هيا كيما يقولو ( الق..)
عيناها صحيحة ههههه عملتو العار.. ملا قزادر",neg
بلاهي علي اشكون باش انلومو علي علا الشابي  لطفي العبدلي نوفل الورتاني عبد الرزاق الشابي مريم الدباغ امينة فمنين لطفي العماري الغنوشي السبسي شمس الدين باشا..... الواحد يشوف شقف باهي يحرق وكهو,neg
بري يعطيكم الساحق واللاحق ممصتكم بكلكم سراق ومسخين وما يتفرج فيكم كان إلى كيفكم,neg
اكثر شعب كسول و بالامارة ما فماش برنامج عندو طابع ابداعي تونسي 100% كلها مسروقة من القناواة الفرنسية ، اما علاكل كان عملت ديكور مزيان اكثر و جبت شباب نافحين و عندهم رؤية مزيانة راو جا البرنامج خير من هكا و ممكن برشا يطيح على برشا برامج بحكم الشعبية لي تتمتع بيها,neg
Lbere7 netfarej fih ena w baba sad9ouni 7chemt 3al le5er fibeli ydha7ek ye5i tla3 kolou 9elet torbia,neg
لا حول الله و يبقى السؤال الي عجزو عليه العلماء كيفاش فمه توانسة يضحكهم هذا,neg
Mset waiheid fi touns ya maset yalaset allah la trabeh kanet etesaa ili amloulek hel barnemej,neg
C minable d attaquer tes collègues pour faire rire le public en plus c du copier coller et ss aucune valeur ajoutée.contente toi du cinema w ched blastek,neg
Borjolia lotfi inti m3alem fi tamthil wfi stundup ama comme animateur laweh 3lik b3id barcha,neg
Rak maset laset ...w5alik fi talthil kol wahed yched haja eli yefhem feha,neg
Brnamej tfaha ou inti sahbi kif tsra9 ousra9 haja jdida mouch haja m9alda ou mwjouda fiy tounes jyeb haja ou5ra ou mou5talfa sadi9ii,neg
انت. انتهيت كمسرحي كميدي رغم تحفضي  بدخولك عالم اخر بعيد عليك التنشيط حرفة وموهبة وثقافة وادب خاصة,neg
"بهامة..ديفيد ليترمن سارق من جيمي فالون !!!!!!!
على الاقل نوفل عندو الحقوق و حضر مع ليترمن ..انت شاورت جيمي فالون و شريت الحقوق..!!",neg
أشرب يا نوفل إنمتي و الشلة متاعك ، أما حكاية الشيخ فوزي تو نرجعولها مرة أخرى,neg
قناة التاسعة قناة فشلة وجرب كيفاش تنجح بالبيادق الي تجيب فيهم ولن تنجح مهما لا لطفي ولاامين ولاغيرو,neg
"والله هاك قلتها وحدك حبت القرد من ذيلو
اما الأسد متنجمش دجيبو .
راك رزين متظحكش انا منيش فاهم لعباد شنوا 
لي ظحكهم .
فرق بعيد بينك وبين نوفل الورتاني برنامج بارد 
حقك حطيت كنون سخنت بيه",neg
نحسو صراع غير شريف .كان احسن انو نخدموا اكثر و تقدم التاسعة برامج جديدة تثري بيها الساحة موش تقليد واضح .و ياالعبدلي انا نحبك برشا اما خاطيك التقديم على خاطر حسيتك تقدم في مسرحية .موش تنشط و كانك متشمت في الحوار و جاي شاري الشبوك .لازمك برشا رزانة و نقص شوية من الكلام و الايحاء المبطن,neg
"kad majabou naoufel wi yafrah bih hadha ech ikoul alih , mela hala fik kan chadit itamthil kirilik wi nakess min klem il tafeh",neg
"برنامج هذا يتفرجو فيه كان جماعة في بلعة 😐
قمت في الانحطاط و قلة تربية
خسارتك يا لطفي 😥",neg
Hamel w 5amej w weldik akber homel jebou wa7ed 5amej w masa5 kifk inchalah nasma3 b5abrek ya hamel,neg
"معناها حتى كان تخزر بعينيك تنجم تثبت شكون عنده الشيب في شعره باش تعرف شكون ""سرق"" من شكون...
برا لطفي وخي تلها بقهوتك و يزيك..",neg
يا لطفي انت معلم كبييييير لاكن مش في كل شىء انت كميدي كبير وانحبوك لاكن التنشيط ليه ناسو وانت جربت قبل وامورك ما مشاتش مل ترخصش روحك راهو خاطيييييك,neg
Jibit issid min.... 5achmou vraiment t es qu un pauvre con trou de cul 9lil taribya,neg
حتى السرقة ما يعرفوش يسرقوا حاجة تصلح ، يسرقوا ببهامة،  كي راد عليك ربي أسرق حاجة تصلح و اعرف كيفاش تقدمها ، ياخي للدرجة هذه ما عندكمش أفكار برامج جديدة ، برنامج تافه و تقديم أتفه و كلام متاع شارع .......,neg
wallahi ken 3amalet 7aja jdida errou7ik 5ir - 20 chaines même programme. ufffff,neg
بابورك زفر يافزغول سيب عليك من هالرويق وروح إخدم خدمة أخرى,neg
"وفات عليه فلوس المهرجانات اكهو ادبر في شوية مصروف 
سيب عليك صاحبي والله برغم كرهي لنوفل إلا أنك متوصيلوش اكور بيك و بعشرة منك",neg
mouch eli yji ynajem yo9ne3e fchelet 9bale fil ta9dim netmanelek el naje7 ama tfarejet fik ya dhnoubi,neg
Zayed el5amej 5amej na9sin 9ilet haya fi t v bech tzidouna ha elblid etafeh so5ti el3ibdeli,neg
Walahi elmostawa elli hkit bih enta ou abd chebbi saaaaa9et hasbouna allah wa na3ma elwakil,neg
C'est pas ton domaine et tu ne peux enlever la veste de comédien c debil et mastaaaa et tu veux prendre ta revanche non tu ne peux pas,neg
لطفي ما تنجمش تكون كان رقاص مع سهام بلخوجة والا عضو في جمعية شمس,neg
Rak mast laset tisel witjawib wahdek.ilkhayen tinkhzou mraf9ou .ichiiit 3anek,neg
"نصيحة من متفرج لا عندو لا ناقة ولاجمل قاعد تحرق في روحك خليك ممثل واصمت .
ومن بعد ما تفشل ما تجيش تقول عملت تجربة ونرمال الفشل",neg
Bsaraha feha w 3leha thama ethahek w thama lmsata m3a l3elem enou lotfi l3bdeli maythaheknich barcha,neg
9anet el Hiwar e Tounsi Bach to93od el numéro 1 ou Lotfi ma jab chay m'en 3andou kolou copié coller comme tout vos programme d'ailleurs,neg
"Samahny braby maandkomesh afkaar jdyyda? Lezem tab9ao tesr9ou o t3awdou même idée.
  ""Tehryyj"" 3omrou meken tanshyt svp .",neg
Mal *** batrwen we la3abh fiy sa5arwe 3ayalat tatfarj hawe hay ba7ad lama3alam,neg
kann blidde w andou fazette edha7ak w ma7lah tawa ya lotfi rak blid mais walitte MASETTE LASETTE,neg
Zetlaaaa mella 7ela fer7enine beha elkelma e5ater Ben Ali  ken emsakerlek foumek,neg
wallahi masa5 zayd kol e3lam l3ar fi tounis bled machya lhawya fi joret la3lem wlawmer li ya5thou faha men 3and l8areb,neg
اول برنامج تلفزيوني غير عائلي لا اخلاق ولا منطق ياعبدلي ارانا ناس محترمين وخاصة اهالىك في الجنوب وعلى كل بيناتنا commande,neg
Wlh y #lotfiii 5atikkkk etanchittt sada9nii entiiiiii matnajem etkoun kenn #comédien,neg
Khsara 7ra9et khedmet snin b barnamej fechel ma jeee chaaaayyy w maseeeet 3alekher,neg
ولد قلالين كان يشطح سمرف هو عادل بوديي في صباط 4 ثنيا تو قالك أنا مسرحي هل قراءة المسرح أنا فيبالي إنتي شطاح ما هذا يا هذا,neg
لطفي العبدلي هديكة حياتو وتصرفات في الدنيا ولافي التلفزة إلي عجبو ولي معجبوش يكسر راسو على الحيط ونقص من سب وقلة الحئ,neg
"c pas l'homme qui prend la merde c la merde qui prend l'homme, moi la merde elle m'a pris etc.........ET DONC Vous pouvez faire la parallèle !!",neg
"oooooooohhhhh oooooohhhhh ya rabbbbiii ! baaziz à chanter une chanson qui s'appel ""la merde"" samhouni pour le terme mais il disais :",neg
اقل ما يقال احمق اقرع وزنباوي,neg
المشكل مش شكون سارق شكون أما المشكل شكون فاشل و ما يجي شي و شكون ناجح و يقريق و يعلمك التنشيط يا فاشل بين قوسين,neg
"ما فماش الجديد، تقليد مع شويا إضافات لاغير😕
العبدلي 9/10 في التمثيل، و في التنشيط 5/10 ، قدام الاعلامي نوفل 8,5/10",neg
لا ينفع العقار في ما افسده الدهر ؟؟ وان لم تستحي من الله فافعل ما تشاء ؟؟؟ انها تداعيات التصحر الابداعي والفني ؟ كلكم تعيشون على بقايا الغرب؟ وتجترون اعمالهم؟ لأن العقل التونسي لا يقبل التطور والتحدي والابتكار ؟ اعمال جاهزة ؟؟ ثقافة الاستنساخ ؟ شعب لا يفقه الفن ؟ حتى وان بحمار وجعل ينهق طوال الحصة سوف ينتشي المشاهد ويصفق له طويلا ؟؟ عديم الذوق؟ اما انت ياعبدلي يا فحاش ؟؟ فاعلم انه عندما تغيب الاسود تعوي الضباع ؟ حتى وان أشرقت الشمس من مغربها فلن تستطيع خلافة المرحوم نصر الدين ؟؟؟ هيهات ؟ وشتان ؟؟ تذكر جيدا ؟؟؟ 🤔وقع طردك من المغرب بسبب عرضك المسرحي الاباحي ؟ واعلم أن الشعب المغربي ذواق ؟؟ يدرك معنى الفن المونولوق ؟؟؟,neg
Tfarjattt lotfiii matnajam tkoun ken comédien ou acteur de théâtre alors 5atik tanchit,neg
